NAME,YEAR,TOTAL_VISITORS_YEAR,Problem_With_Counter,MONTH,MONTH_NUMBER,VISITOR_COUNT
Austin ,2014,82548,False,DEC,12,5978
Austin-Irving  ,2014,114332,False,JAN,1,8294
Austin-Irving  ,2014,114332,False,FEB,2,8504
Austin-Irving  ,2014,114332,False,MAR,3,10286
Austin-Irving  ,2014,114332,False,APR,4,10416
Austin-Irving  ,2014,114332,False,MAY,5,9302
Austin-Irving  ,2014,114332,False,JUN,6,9729
Austin-Irving  ,2014,114332,False,JUL,7,10612
Austin-Irving  ,2014,114332,False,AUG,8,10046
Austin-Irving  ,2014,114332,False,SEP,9,9748
Austin-Irving  ,2014,114332,False,OCT,10,10449
Austin-Irving  ,2014,114332,False,NOV,11,8317
Austin-Irving  ,2014,114332,False,DEC,12,8629
Avalon,2014,121867,True,JAN,1,6374
Avalon,2014,121867,True,FEB,2,10113
Avalon,2014,121867,True,MAR,3,9822
Avalon,2014,121867,True,APR,4,10383
Avalon,2014,121867,True,MAY,5,10311
Avalon,2014,121867,True,JUN,6,11230
Avalon,2014,121867,True,JUL,7,13192
Avalon,2014,121867,True,AUG,8,11397
Avalon,2014,121867,True,SEP,9,11000
Avalon,2014,121867,True,OCT,10,11320
Avalon,2014,121867,True,NOV,11,9218
Avalon,2014,121867,True,DEC,12,7507
Back of the Yards,2014,64753,False,JAN,1,4200
Back of the Yards,2014,64753,False,FEB,2,4129
Back of the Yards,2014,64753,False,MAR,3,5153
Back of the Yards,2014,64753,False,APR,4,6036
Back of the Yards,2014,64753,False,MAY,5,5337
Back of the Yards,2014,64753,False,JUN,6,5467
Back of the Yards,2014,64753,False,JUL,7,6543
Back of the Yards,2014,64753,False,AUG,8,5836
Back of the Yards,2014,64753,False,SEP,9,5519
Back of the Yards,2014,64753,False,OCT,10,6358
Back of the Yards,2014,64753,False,NOV,11,5227
Back of the Yards,2014,64753,False,DEC,12,4948
Beverly,2014,102260,True,JAN,1,6650
Beverly,2014,102260,True,FEB,2,6825
Beverly,2014,102260,True,MAR,3,8506
Beverly,2014,102260,True,APR,4,8794
Beverly,2014,102260,True,MAY,5,7935
Beverly,2014,102260,True,JUN,6,9432
Beverly,2014,102260,True,JUL,7,10168
Beverly,2014,102260,True,AUG,8,8379
Beverly,2014,102260,True,SEP,9,8864
Beverly,2014,102260,True,OCT,10,10703
Beverly,2014,102260,True,NOV,11,7980
Beverly,2014,102260,True,DEC,12,8024
Bezazian ,2014,145775,False,JAN,1,10791
Bezazian ,2014,145775,False,FEB,2,10329
Bezazian ,2014,145775,False,MAR,3,12006
Bezazian ,2014,145775,False,APR,4,9307
Bezazian ,2014,145775,False,MAY,5,10957
Bezazian ,2014,145775,False,JUN,6,13431
Bezazian ,2014,145775,False,JUL,7,14202
Bezazian ,2014,145775,False,AUG,8,13415
Bezazian ,2014,145775,False,SEP,9,13380
Bezazian ,2014,145775,False,OCT,10,14380
Bezazian ,2014,145775,False,NOV,11,11824
Bezazian ,2014,145775,False,DEC,12,11753
Blackstone ,2014,124567,False,JAN,1,8123
Blackstone ,2014,124567,False,FEB,2,7916
Blackstone ,2014,124567,False,MAR,3,10246
Blackstone ,2014,124567,False,APR,4,11021
Blackstone ,2014,124567,False,MAY,5,10288
Blackstone ,2014,124567,False,JUN,6,11508
Blackstone ,2014,124567,False,JUL,7,12965
Blackstone ,2014,124567,False,AUG,8,11472
Blackstone ,2014,124567,False,SEP,9,10946
Blackstone ,2014,124567,False,OCT,10,10972
Blackstone ,2014,124567,False,NOV,11,9432
Blackstone ,2014,124567,False,DEC,12,9678
Brainerd,2014,57173,True,JAN,1,3819
Brainerd,2014,57173,True,FEB,2,3806
Brainerd,2014,57173,True,MAR,3,4503
Brainerd,2014,57173,True,APR,4,4787
Brainerd,2014,57173,True,MAY,5,4284
Brainerd,2014,57173,True,JUN,6,5815
Brainerd,2014,57173,True,JUL,7,7154
Brainerd,2014,57173,True,AUG,8,5328
Brainerd,2014,57173,True,SEP,9,4438
Brainerd,2014,57173,True,OCT,10,4812
Brainerd,2014,57173,True,NOV,11,4526
Brainerd,2014,57173,True,DEC,12,3901
Brighton Park ,2014,78415,False,JAN,1,4990
Brighton Park ,2014,78415,False,FEB,2,5117
Brighton Park ,2014,78415,False,MAR,3,7214
Brighton Park ,2014,78415,False,APR,4,7025
Brighton Park ,2014,78415,False,MAY,5,6206
Brighton Park ,2014,78415,False,JUN,6,6684
Brighton Park ,2014,78415,False,JUL,7,7862
Brighton Park ,2014,78415,False,AUG,8,7093
Brighton Park ,2014,78415,False,SEP,9,6420
Brighton Park ,2014,78415,False,OCT,10,7315
Brighton Park ,2014,78415,False,NOV,11,6444
Brighton Park ,2014,78415,False,DEC,12,6045
Bucktown-Wicker Park ,2014,131628,False,JAN,1,9411
Bucktown-Wicker Park ,2014,131628,False,FEB,2,8749
Bucktown-Wicker Park ,2014,131628,False,MAR,3,12591
Bucktown-Wicker Park ,2014,131628,False,APR,4,10684
Bucktown-Wicker Park ,2014,131628,False,MAY,5,9973
Bucktown-Wicker Park ,2014,131628,False,JUN,6,11444
Bucktown-Wicker Park ,2014,131628,False,JUL,7,12736
Bucktown-Wicker Park ,2014,131628,False,AUG,8,11045
Bucktown-Wicker Park ,2014,131628,False,SEP,9,10889
Bucktown-Wicker Park ,2014,131628,False,OCT,10,13256
Bucktown-Wicker Park ,2014,131628,False,NOV,11,11184
Bucktown-Wicker Park ,2014,131628,False,DEC,12,9666
Budlong Woods,2014,154304,True,JAN,1,10367
Budlong Woods,2014,154304,True,FEB,2,10881
Budlong Woods,2014,154304,True,MAR,3,14216
Budlong Woods,2014,154304,True,APR,4,15013
Budlong Woods,2014,154304,True,MAY,5,12501
Budlong Woods,2014,154304,True,JUN,6,14864
Budlong Woods,2014,154304,True,JUL,7,15376
Budlong Woods,2014,154304,True,AUG,8,12525
Budlong Woods,2014,154304,True,SEP,9,12311
Budlong Woods,2014,154304,True,OCT,10,14283
Budlong Woods,2014,154304,True,NOV,11,11553
Budlong Woods,2014,154304,True,DEC,12,10414
Canaryville ,2014,46053,False,JAN,1,3311
Canaryville ,2014,46053,False,FEB,2,3073
Canaryville ,2014,46053,False,MAR,3,3412
Canaryville ,2014,46053,False,APR,4,2917
Canaryville ,2014,46053,False,MAY,5,3000
Canaryville ,2014,46053,False,JUN,6,4352
Canaryville ,2014,46053,False,JUL,7,4665
Canaryville ,2014,46053,False,AUG,8,5189
Canaryville ,2014,46053,False,SEP,9,4452
Canaryville ,2014,46053,False,OCT,10,4405
Canaryville ,2014,46053,False,NOV,11,3562
Canaryville ,2014,46053,False,DEC,12,3715
Chicago Bee,2014,61053,True,JAN,1,4097
Chicago Bee,2014,61053,True,FEB,2,4189
Chicago Bee,2014,61053,True,MAR,3,5503
Chicago Bee,2014,61053,True,APR,4,4424
Chicago Bee,2014,61053,True,MAY,5,4501
Chicago Bee,2014,61053,True,JUN,6,4522
Chicago Bee,2014,61053,True,JUL,7,5131
Chicago Bee,2014,61053,True,AUG,8,4522
Chicago Bee,2014,61053,True,SEP,9,5306
Chicago Bee,2014,61053,True,OCT,10,8480
Chicago Bee,2014,61053,True,NOV,11,6184
Chicago Bee,2014,61053,True,DEC,12,4194
Chicago Lawn  ,2014,83922,False,JAN,1,6066
Chicago Lawn  ,2014,83922,False,FEB,2,5477
Chicago Lawn  ,2014,83922,False,MAR,3,7084
Chicago Lawn  ,2014,83922,False,APR,4,8046
Chicago Lawn  ,2014,83922,False,MAY,5,6726
Chicago Lawn  ,2014,83922,False,JUN,6,7216
Chicago Lawn  ,2014,83922,False,JUL,7,8532
Chicago Lawn  ,2014,83922,False,AUG,8,7886
Chicago Lawn  ,2014,83922,False,SEP,9,7120
Chicago Lawn  ,2014,83922,False,OCT,10,7461
Chicago Lawn  ,2014,83922,False,NOV,11,6572
Chicago Lawn  ,2014,83922,False,DEC,12,5736
Chinatown ,2014,228068,False,JAN,1,14274
Chinatown ,2014,228068,False,FEB,2,14443
Chinatown ,2014,228068,False,MAR,3,19247
Chinatown ,2014,228068,False,APR,4,19750
Chinatown ,2014,228068,False,MAY,5,19605
Chinatown ,2014,228068,False,JUN,6,20198
Chinatown ,2014,228068,False,JUL,7,22697
Chinatown ,2014,228068,False,AUG,8,21900
Chinatown ,2014,228068,False,SEP,9,19501
Chinatown ,2014,228068,False,OCT,10,20818
Chinatown ,2014,228068,False,NOV,11,17401
Chinatown ,2014,228068,False,DEC,12,18234
Clearing,2014,81799,True,JAN,1,5388
Clearing,2014,81799,True,FEB,2,5690
Clearing,2014,81799,True,MAR,3,7750
Clearing,2014,81799,True,APR,4,6968
Clearing,2014,81799,True,MAY,5,6243
Clearing,2014,81799,True,JUN,6,6509
Clearing,2014,81799,True,JUL,7,7620
Clearing,2014,81799,True,AUG,8,6932
Clearing,2014,81799,True,SEP,9,7645
Clearing,2014,81799,True,OCT,10,8518
Clearing,2014,81799,True,NOV,11,6591
Clearing,2014,81799,True,DEC,12,5945
Coleman,2014,105133,True,JAN,1,7840
Coleman,2014,105133,True,FEB,2,7107
Coleman,2014,105133,True,MAR,3,8217
Coleman,2014,105133,True,APR,4,8755
Coleman,2014,105133,True,MAY,5,4465
Coleman,2014,105133,True,JUN,6,9755
Coleman,2014,105133,True,JUL,7,11727
Coleman,2014,105133,True,AUG,8,9587
Coleman,2014,105133,True,SEP,9,9194
Coleman,2014,105133,True,OCT,10,10520
Coleman,2014,105133,True,NOV,11,9087
Coleman,2014,105133,True,DEC,12,8879
"Daley, Richard J.-Bridgeport",2014,94117,False,JAN,1,6398
"Daley, Richard J.-Bridgeport",2014,94117,False,FEB,2,5958
"Daley, Richard J.-Bridgeport",2014,94117,False,MAR,3,7964
"Daley, Richard J.-Bridgeport",2014,94117,False,APR,4,8666
"Daley, Richard J.-Bridgeport",2014,94117,False,MAY,5,7800
"Daley, Richard J.-Bridgeport",2014,94117,False,JUN,6,8632
"Daley, Richard J.-Bridgeport",2014,94117,False,JUL,7,9360
"Daley, Richard J.-Bridgeport",2014,94117,False,AUG,8,8519
"Daley, Richard J.-Bridgeport",2014,94117,False,SEP,9,7394
"Daley, Richard J.-Bridgeport",2014,94117,False,OCT,10,8622
"Daley, Richard J.-Bridgeport",2014,94117,False,NOV,11,7685
"Daley, Richard J.-Bridgeport",2014,94117,False,DEC,12,7119
"Daley, Richard M.-W Humboldt",2014,141116,True,JAN,1,10699
"Daley, Richard M.-W Humboldt",2014,141116,True,FEB,2,10376
"Daley, Richard M.-W Humboldt",2014,141116,True,MAR,3,13496
"Daley, Richard M.-W Humboldt",2014,141116,True,APR,4,14268
"Daley, Richard M.-W Humboldt",2014,141116,True,MAY,5,12211
"Daley, Richard M.-W Humboldt",2014,141116,True,JUN,6,12100
"Daley, Richard M.-W Humboldt",2014,141116,True,JUL,7,13027
"Daley, Richard M.-W Humboldt",2014,141116,True,AUG,8,10742
"Daley, Richard M.-W Humboldt",2014,141116,True,SEP,9,11258
"Daley, Richard M.-W Humboldt",2014,141116,True,OCT,10,12721
"Daley, Richard M.-W Humboldt",2014,141116,True,NOV,11,10787
"Daley, Richard M.-W Humboldt",2014,141116,True,DEC,12,9431
Douglass  ,2014,119373,False,JAN,1,8566
Douglass  ,2014,119373,False,FEB,2,7945
Douglass  ,2014,119373,False,MAR,3,10986
Douglass  ,2014,119373,False,APR,4,10341
Douglass  ,2014,119373,False,MAY,5,9073
Douglass  ,2014,119373,False,JUN,6,9205
Douglass  ,2014,119373,False,JUL,7,11401
Douglass  ,2014,119373,False,AUG,8,10649
Douglass  ,2014,119373,False,SEP,9,10544
Douglass  ,2014,119373,False,OCT,10,12286
Douglass  ,2014,119373,False,NOV,11,10239
Douglass  ,2014,119373,False,DEC,12,8138
Dunning,2014,152336,True,JAN,1,9490
Dunning,2014,152336,True,FEB,2,11489
Dunning,2014,152336,True,MAR,3,13473
Dunning,2014,152336,True,APR,4,13374
Dunning,2014,152336,True,MAY,5,14219
Dunning,2014,152336,True,JUN,6,14279
Dunning,2014,152336,True,JUL,7,14091
Dunning,2014,152336,True,AUG,8,11268
Dunning,2014,152336,True,SEP,9,15184
Dunning,2014,152336,True,OCT,10,14568
Dunning,2014,152336,True,NOV,11,10694
Dunning,2014,152336,True,DEC,12,10207
Edgebrook ,2014,101986,False,JAN,1,6782
Edgebrook ,2014,101986,False,FEB,2,6754
Edgebrook ,2014,101986,False,MAR,3,9247
Edgebrook ,2014,101986,False,APR,4,8251
Edgebrook ,2014,101986,False,MAY,5,7862
Edgebrook ,2014,101986,False,JUN,6,9976
Edgebrook ,2014,101986,False,JUL,7,11128
Edgebrook ,2014,101986,False,AUG,8,9385
Edgebrook ,2014,101986,False,SEP,9,8225
Edgebrook ,2014,101986,False,OCT,10,8946
Edgebrook ,2014,101986,False,NOV,11,7922
Edgebrook ,2014,101986,False,DEC,12,7508
Edgewater  ,2014,195906,False,JAN,1,13768
Edgewater  ,2014,195906,False,FEB,2,13107
Edgewater  ,2014,195906,False,MAR,3,16553
Edgewater  ,2014,195906,False,APR,4,17156
Edgewater  ,2014,195906,False,MAY,5,17002
Edgewater  ,2014,195906,False,JUN,6,18007
Edgewater  ,2014,195906,False,JUL,7,19665
Edgewater  ,2014,195906,False,AUG,8,18892
Edgewater  ,2014,195906,False,SEP,9,18262
Edgewater  ,2014,195906,False,OCT,10,17967
Edgewater  ,2014,195906,False,NOV,11,13359
Edgewater  ,2014,195906,False,DEC,12,12168
Gage Park ,2014,50849,False,JAN,1,3897
Gage Park ,2014,50849,False,FEB,2,3502
Gage Park ,2014,50849,False,MAR,3,3752
Gage Park ,2014,50849,False,APR,4,4203
Gage Park ,2014,50849,False,MAY,5,3423
Gage Park ,2014,50849,False,JUN,6,4664
Gage Park ,2014,50849,False,JUL,7,5471
Gage Park ,2014,50849,False,AUG,8,4796
Gage Park ,2014,50849,False,SEP,9,4387
Gage Park ,2014,50849,False,OCT,10,4745
Gage Park ,2014,50849,False,NOV,11,3940
Gage Park ,2014,50849,False,DEC,12,4069
Galewood-Mont Clare ,2014,12699,False,JAN,1,554
Galewood-Mont Clare ,2014,12699,False,FEB,2,545
Galewood-Mont Clare ,2014,12699,False,MAR,3,513
Galewood-Mont Clare ,2014,12699,False,APR,4,736
Galewood-Mont Clare ,2014,12699,False,MAY,5,117
Galewood-Mont Clare ,2014,12699,False,JUN,6,888
Galewood-Mont Clare ,2014,12699,False,JUL,7,1761
Galewood-Mont Clare ,2014,12699,False,AUG,8,1402
Galewood-Mont Clare ,2014,12699,False,SEP,9,1679
Galewood-Mont Clare ,2014,12699,False,OCT,10,1879
Galewood-Mont Clare ,2014,12699,False,NOV,11,1409
Galewood-Mont Clare ,2014,12699,False,DEC,12,1216
Garfield Ridge,2014,88472,True,JAN,1,5872
Garfield Ridge,2014,88472,True,FEB,2,5977
Garfield Ridge,2014,88472,True,MAR,3,7654
Garfield Ridge,2014,88472,True,APR,4,8460
Garfield Ridge,2014,88472,True,MAY,5,7594
Garfield Ridge,2014,88472,True,JUN,6,8877
Garfield Ridge,2014,88472,True,JUL,7,8562
Garfield Ridge,2014,88472,True,AUG,8,7366
Garfield Ridge,2014,88472,True,SEP,9,7022
Garfield Ridge,2014,88472,True,OCT,10,8200
Garfield Ridge,2014,88472,True,NOV,11,6641
Garfield Ridge,2014,88472,True,DEC,12,6247
Greater Grand Crossing,2014,73434,True,JAN,1,3091
Greater Grand Crossing,2014,73434,True,FEB,2,2824
Greater Grand Crossing,2014,73434,True,MAR,3,3246
Greater Grand Crossing,2014,73434,True,APR,4,3718
Greater Grand Crossing,2014,73434,True,MAY,5,3499
Greater Grand Crossing,2014,73434,True,JUN,6,3466
Greater Grand Crossing,2014,73434,True,JUL,7,9069
Greater Grand Crossing,2014,73434,True,AUG,8,8540
Greater Grand Crossing,2014,73434,True,SEP,9,9277
Greater Grand Crossing,2014,73434,True,OCT,10,10418
Greater Grand Crossing,2014,73434,True,NOV,11,8509
Greater Grand Crossing,2014,73434,True,DEC,12,7777
Hall ,2014,80641,False,JAN,1,4979
Hall ,2014,80641,False,FEB,2,4908
Hall ,2014,80641,False,MAR,3,5801
Hall ,2014,80641,False,APR,4,6566
Hall ,2014,80641,False,MAY,5,6309
Hall ,2014,80641,False,JUN,6,7849
Hall ,2014,80641,False,JUL,7,7999
Hall ,2014,80641,False,AUG,8,7563
Hall ,2014,80641,False,SEP,9,7769
Hall ,2014,80641,False,OCT,10,8276
Hall ,2014,80641,False,NOV,11,6813
Hall ,2014,80641,False,DEC,12,5809
Harold Washington Library Center,2014,1406877,True,JAN,1,99723
Harold Washington Library Center,2014,1406877,True,FEB,2,90385
Harold Washington Library Center,2014,1406877,True,MAR,3,123030
Harold Washington Library Center,2014,1406877,True,APR,4,129695
Harold Washington Library Center,2014,1406877,True,MAY,5,123456
Harold Washington Library Center,2014,1406877,True,JUN,6,128697
Harold Washington Library Center,2014,1406877,True,JUL,7,134288
Harold Washington Library Center,2014,1406877,True,AUG,8,129403
Harold Washington Library Center,2014,1406877,True,SEP,9,117346
Harold Washington Library Center,2014,1406877,True,OCT,10,124799
Harold Washington Library Center,2014,1406877,True,NOV,11,105007
Harold Washington Library Center,2014,1406877,True,DEC,12,101048
Hegewisch,2014,63226,True,JAN,1,3930
Hegewisch,2014,63226,True,FEB,2,4955
Hegewisch,2014,63226,True,MAR,3,5695
Hegewisch,2014,63226,True,APR,4,5353
Hegewisch,2014,63226,True,MAY,5,4925
Hegewisch,2014,63226,True,JUN,6,5322
Hegewisch,2014,63226,True,JUL,7,6690
Hegewisch,2014,63226,True,AUG,8,5431
Hegewisch,2014,63226,True,SEP,9,5434
Hegewisch,2014,63226,True,OCT,10,6045
Hegewisch,2014,63226,True,NOV,11,4897
Hegewisch,2014,63226,True,DEC,12,4549
Humboldt Park,2014,91119,True,JAN,1,6654
Humboldt Park,2014,91119,True,FEB,2,5661
Humboldt Park,2014,91119,True,MAR,3,9080
Humboldt Park,2014,91119,True,APR,4,7127
Humboldt Park,2014,91119,True,MAY,5,7299
Humboldt Park,2014,91119,True,JUN,6,7972
Humboldt Park,2014,91119,True,JUL,7,9218
Humboldt Park,2014,91119,True,AUG,8,8539
Humboldt Park,2014,91119,True,SEP,9,7632
Humboldt Park,2014,91119,True,OCT,10,9248
Humboldt Park,2014,91119,True,NOV,11,8008
Humboldt Park,2014,91119,True,DEC,12,4681
Independence ,2014,66164,False,JAN,1,4064
Independence ,2014,66164,False,FEB,2,3021
Independence ,2014,66164,False,MAR,3,3970
Independence ,2014,66164,False,APR,4,6681
Independence ,2014,66164,False,MAY,5,5840
Independence ,2014,66164,False,JUN,6,6721
Independence ,2014,66164,False,JUL,7,7299
Independence ,2014,66164,False,AUG,8,6357
Independence ,2014,66164,False,SEP,9,6308
Independence ,2014,66164,False,OCT,10,4738
Independence ,2014,66164,False,NOV,11,5610
Independence ,2014,66164,False,DEC,12,5555
Jefferson Park ,2014,102652,False,JAN,1,6484
Jefferson Park ,2014,102652,False,FEB,2,6872
Jefferson Park ,2014,102652,False,MAR,3,8862
Jefferson Park ,2014,102652,False,APR,4,8870
Jefferson Park ,2014,102652,False,MAY,5,8600
Jefferson Park ,2014,102652,False,JUN,6,9793
Jefferson Park ,2014,102652,False,JUL,7,11052
Jefferson Park ,2014,102652,False,AUG,8,9625
Jefferson Park ,2014,102652,False,SEP,9,8892
Jefferson Park ,2014,102652,False,OCT,10,9068
Jefferson Park ,2014,102652,False,NOV,11,7405
Jefferson Park ,2014,102652,False,DEC,12,7129
Jeffery Manor,2014,69267,True,JAN,1,5359
Jeffery Manor,2014,69267,True,FEB,2,4856
Jeffery Manor,2014,69267,True,MAR,3,5552
Jeffery Manor,2014,69267,True,APR,4,6175
Jeffery Manor,2014,69267,True,MAY,5,5693
Jeffery Manor,2014,69267,True,JUN,6,5769
Jeffery Manor,2014,69267,True,JUL,7,6156
Jeffery Manor,2014,69267,True,AUG,8,5274
Jeffery Manor,2014,69267,True,SEP,9,5100
Jeffery Manor,2014,69267,True,OCT,10,6991
Jeffery Manor,2014,69267,True,NOV,11,5965
Jeffery Manor,2014,69267,True,DEC,12,6377
Kelly,2014,69170,True,JAN,1,5031
Kelly,2014,69170,True,FEB,2,4819
Kelly,2014,69170,True,MAR,3,5498
Kelly,2014,69170,True,APR,4,5878
Kelly,2014,69170,True,MAY,5,5497
Kelly,2014,69170,True,JUN,6,5827
Kelly,2014,69170,True,JUL,7,7487
Kelly,2014,69170,True,AUG,8,6638
Kelly,2014,69170,True,SEP,9,5614
Kelly,2014,69170,True,OCT,10,6378
Kelly,2014,69170,True,NOV,11,5473
Kelly,2014,69170,True,DEC,12,5030
King,2014,80619,False,JAN,1,5447
King,2014,80619,False,FEB,2,5566
King,2014,80619,False,MAR,3,6947
King,2014,80619,False,APR,4,7073
King,2014,80619,False,MAY,5,6514
King,2014,80619,False,JUN,6,7233
King,2014,80619,False,JUL,7,6964
King,2014,80619,False,AUG,8,7595
King,2014,80619,False,SEP,9,7932
King,2014,80619,False,OCT,10,7536
King,2014,80619,False,NOV,11,6154
King,2014,80619,False,DEC,12,5658
Legler ,2014,96924,False,JAN,1,7114
Legler ,2014,96924,False,FEB,2,7089
Legler ,2014,96924,False,MAR,3,8101
Legler ,2014,96924,False,APR,4,8897
Legler ,2014,96924,False,MAY,5,7917
Legler ,2014,96924,False,JUN,6,7613
Legler ,2014,96924,False,JUL,7,9461
Legler ,2014,96924,False,AUG,8,11553
Legler ,2014,96924,False,SEP,9,9721
Legler ,2014,96924,False,OCT,10,8737
Legler ,2014,96924,False,NOV,11,4931
Legler ,2014,96924,False,DEC,12,5790
Lincoln Belmont,2014,155901,True,JAN,1,10773
Lincoln Belmont,2014,155901,True,FEB,2,11056
Lincoln Belmont,2014,155901,True,MAR,3,13601
Lincoln Belmont,2014,155901,True,APR,4,13719
Lincoln Belmont,2014,155901,True,MAY,5,13115
Lincoln Belmont,2014,155901,True,JUN,6,14693
Lincoln Belmont,2014,155901,True,JUL,7,14081
Lincoln Belmont,2014,155901,True,AUG,8,14347
Lincoln Belmont,2014,155901,True,SEP,9,13033
Lincoln Belmont,2014,155901,True,OCT,10,13986
Lincoln Belmont,2014,155901,True,NOV,11,12087
Lincoln Belmont,2014,155901,True,DEC,12,11410
Lincoln Park ,2014,128311,False,JAN,1,8801
Lincoln Park ,2014,128311,False,FEB,2,8699
Lincoln Park ,2014,128311,False,MAR,3,11788
Lincoln Park ,2014,128311,False,APR,4,10449
Lincoln Park ,2014,128311,False,MAY,5,8988
Lincoln Park ,2014,128311,False,JUN,6,10952
Lincoln Park ,2014,128311,False,JUL,7,11899
Lincoln Park ,2014,128311,False,AUG,8,10458
Lincoln Park ,2014,128311,False,SEP,9,10903
Lincoln Park ,2014,128311,False,OCT,10,13331
Lincoln Park ,2014,128311,False,NOV,11,12163
Lincoln Park ,2014,128311,False,DEC,12,9880
Little Village,2014,143467,True,JAN,1,9995
Little Village,2014,143467,True,FEB,2,9634
Little Village,2014,143467,True,MAR,3,11795
Little Village,2014,143467,True,APR,4,11939
Little Village,2014,143467,True,MAY,5,10509
Little Village,2014,143467,True,JUN,6,13456
Little Village,2014,143467,True,JUL,7,15002
Little Village,2014,143467,True,AUG,8,11575
Little Village,2014,143467,True,SEP,9,11936
Little Village,2014,143467,True,OCT,10,14540
Little Village,2014,143467,True,NOV,11,12153
Little Village,2014,143467,True,DEC,12,10933
Logan Square,2014,153357,True,JAN,1,10741
Logan Square,2014,153357,True,FEB,2,10905
Logan Square,2014,153357,True,MAR,3,13153
Logan Square,2014,153357,True,APR,4,13631
Logan Square,2014,153357,True,MAY,5,12503
Logan Square,2014,153357,True,JUN,6,13711
Logan Square,2014,153357,True,JUL,7,14946
Logan Square,2014,153357,True,AUG,8,13460
Logan Square,2014,153357,True,SEP,9,12842
Logan Square,2014,153357,True,OCT,10,13688
Logan Square,2014,153357,True,NOV,11,12053
Logan Square,2014,153357,True,DEC,12,11724
Lozano,2014,171644,False,JAN,1,13298
Lozano,2014,171644,False,FEB,2,12941
Lozano,2014,171644,False,MAR,3,15418
Lozano,2014,171644,False,APR,4,15855
Lozano,2014,171644,False,MAY,5,14353
Lozano,2014,171644,False,JUN,6,13508
Lozano,2014,171644,False,JUL,7,14632
Lozano,2014,171644,False,AUG,8,12816
Lozano,2014,171644,False,SEP,9,14683
Lozano,2014,171644,False,OCT,10,16037
Lozano,2014,171644,False,NOV,11,15062
Lozano,2014,171644,False,DEC,12,13041
Manning,2014,103462,True,JAN,1,6582
Manning,2014,103462,True,FEB,2,6309
Manning,2014,103462,True,MAR,3,7027
Manning,2014,103462,True,APR,4,8712
Manning,2014,103462,True,MAY,5,7661
Manning,2014,103462,True,JUN,6,10081
Manning,2014,103462,True,JUL,7,10260
Manning,2014,103462,True,AUG,8,8897
Manning,2014,103462,True,SEP,9,8666
Manning,2014,103462,True,OCT,10,10580
Manning,2014,103462,True,NOV,11,8960
Manning,2014,103462,True,DEC,12,9727
Mayfair  ,2014,74554,False,JAN,1,4595
Mayfair  ,2014,74554,False,FEB,2,5021
Mayfair  ,2014,74554,False,MAR,3,6786
Mayfair  ,2014,74554,False,APR,4,6775
Mayfair  ,2014,74554,False,MAY,5,6091
Mayfair  ,2014,74554,False,JUN,6,7303
Mayfair  ,2014,74554,False,JUL,7,7622
Mayfair  ,2014,74554,False,AUG,8,6870
Mayfair  ,2014,74554,False,SEP,9,6667
